stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Admin\source\repos\Kursach\Corovans\x64\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.43834] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43843] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43865] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43872] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43884] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43891] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43898] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43904] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43922] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43930] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43937] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43944] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43951] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43957] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43964] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43970] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43977] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43983] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43990] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44011] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44034] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44051] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44065] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44082] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44090] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44103] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.44114] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44147] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.44190] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44198] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44223] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44229] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44237] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44244] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44251] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44271] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44293] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44301] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44307] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44334] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44350] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44479] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44538] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.44586] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44611] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.44626] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44632] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44640] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44646] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44653] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44661] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44669] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44676] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44683] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44689] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44697] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44703] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44710] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44722] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44741] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44747] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.44754] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44760] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.44779] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44798] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44807] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44813] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44820] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44845] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44868] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44876] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44883] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44889] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44896] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44902] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44909] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.44915] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.44922] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.44951] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.45332] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.45371] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.57001] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.94544] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.94558] Success
d3d      D         d3d_disp.cpp:1691 d3d_create_display_internals     [   0.94576] Resumed after wait.
d3d      I         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.94608] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1755 d3d_create_display_internals     [   0.94624] Returning d3d_display: 000001A7545A4530
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.94631] al_display=000001A7545A4530
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.94637] al_display->vt=000001A7544E9660
system   D            wsystem.c:802  maybe_parent_dir                 [   0.94699] Also searching C:\Users\Admin\source\repos\Kursach\Corovans\x64\
system   D            wsystem.c:852  _al_win_safe_load_library        [   0.94756] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:763  load_library_at_path             [   0.94766] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:766  load_library_at_path             [   0.95401] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.95417] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.95495] added dtor for timer 000001A754560D80, func 00007FFFD94D214E
dtor     D               dtor.c:196  _al_register_destructor          [   0.95508] added dtor for timer 000001A754561230, func 00007FFFD94D214E
dtor     D               dtor.c:196  _al_register_destructor          [   0.95530] added dtor for queue 000001A756261300, func 00007FFFD94D1519
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.95547] opening 18408.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.95752] Font 18408.ttf loaded with pixel size 0 x 40.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.95765]     ascent=37.0, descent=-11.0, height=47.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.95775] added dtor for ttf_font 000001A75B1525D0, func 00007FF81051119F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.95783] opening 18408.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.95920] Font 18408.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.95931]     ascent=28.0, descent=-8.0, height=35.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.95939] added dtor for ttf_font 000001A75B152790, func 00007FF81051119F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.95947] opening 18407.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.96119] Font 18407.ttf loaded with pixel size 0 x 70.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.96131]     ascent=54.0, descent=-1.0, height=54.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.96140] added dtor for ttf_font 000001A75B152170, func 00007FF81051119F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.96148] opening Bits/Button_1.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.96225] opening Bits/Button_1.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98003] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98017] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98023] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98029] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98036] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98043] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98049] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98056] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.98062] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.98068] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.98074] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.98080] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.98089] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.98276] added dtor for bitmap 000001A75B0BFAA0, func 00007FFFD94D1334
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.98631] opening Bits/Main_Menu.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.98698] opening Bits/Main_Menu.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99286] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99297] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99303] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99309] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99314] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99320] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99326] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99332] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99337] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.99343] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.99356] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.99363] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.99370] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.00463] added dtor for bitmap 000001A75B0C0070, func 00007FFFD94D1334
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.13682] opening Maps/Map1.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.13752] opening Maps/Map1.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14204] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14216] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14222] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14227] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14234] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14239] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14245] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14251] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.14256] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.14262] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.14268] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.14274] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.14281] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.17108] added dtor for bitmap 000001A75B0BFC90, func 00007FFFD94D1334
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34027] opening Maps/Map2.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34105] opening Maps/Map2.PNG rb
image    E                png.c:415  _al_load_png                     [   1.34136] Unable to open Maps/Map2.PNG for reading.
bitmap   E          bitmap_io.c:209  al_load_bitmap_flags             [   1.34144] Failed loading bitmap Maps/Map2.PNG with .PNG handler.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34150] opening Maps/Map3.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34168] opening Maps/Map3.PNG rb
image    E                png.c:415  _al_load_png                     [   1.34192] Unable to open Maps/Map3.PNG for reading.
bitmap   E          bitmap_io.c:209  al_load_bitmap_flags             [   1.34203] Failed loading bitmap Maps/Map3.PNG with .PNG handler.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34210] opening Maps/Map4.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34229] opening Maps/Map4.PNG rb
image    E                png.c:415  _al_load_png                     [   1.34245] Unable to open Maps/Map4.PNG for reading.
bitmap   E          bitmap_io.c:209  al_load_bitmap_flags             [   1.34252] Failed loading bitmap Maps/Map4.PNG with .PNG handler.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34259] opening Maps/Map5.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34328] opening Maps/Map5.PNG rb
image    E                png.c:415  _al_load_png                     [   1.34363] Unable to open Maps/Map5.PNG for reading.
bitmap   E          bitmap_io.c:209  al_load_bitmap_flags             [   1.34372] Failed loading bitmap Maps/Map5.PNG with .PNG handler.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34380] opening Bits/Low_Corovan.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.34462] opening Bits/Low_Corovan.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34954] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34967] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34973] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34979] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34985] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34990] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.34997] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.35003] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.35009] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.35015] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.35021] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.35027] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.35034] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.36923] added dtor for bitmap 000001A75B0C0450, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.37127] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.37140] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.41417] opening Bits/Unit.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.41479] opening Bits/Unit.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41942] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41954] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41960] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41966] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41972] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41977] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41983] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41989] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.41995] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.42000] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.42006] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.42012] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.42019] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.42115] added dtor for bitmap 000001A75B0BFE80, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.42192] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.42205] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.42309] opening Bits/Elf_up.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.42380] opening Bits/Elf_up.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43092] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43103] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43109] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43115] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43121] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43126] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43132] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43138] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.43144] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.43149] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.43156] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.43162] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.43168] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.43265] added dtor for bitmap 000001A75B0C0E00, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.43357] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.43371] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.43486] opening Bits/Elf_down.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.43562] opening Bits/Elf_down.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44013] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44027] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44033] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44039] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44045] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44051] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44057] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44062] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.44068] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.44074] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.44079] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.44086] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.44092] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.44180] added dtor for bitmap 000001A75B0BF4D0, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.44283] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.44296] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.44414] opening Bits/Elf_right.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.44492] opening Bits/Elf_right.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45030] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45043] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45049] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45054] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45060] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45066] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45072] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45077] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45083] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.45089] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.45095] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.45101] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.45107] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.45194] added dtor for bitmap 000001A75B0C0A20, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.45301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.45313] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.45419] opening Bits/Elf_left.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.45490] opening Bits/Elf_left.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45897] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45907] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45913] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45922] Fake format
